pickup_datetime,pickup_borough,trip_count,avg_trip_distance,avg_fare,avg_duration,pickup_latitude,pickup_longitude,hour,day_of_week,month,is_weekend,is_rush_hour,is_night
2026-01-01 00:00:00,Central,225,2.7648,17.886533333333333,15.539136904761905,41.891832956862224,-87.62909518108445,0,3,1,0,0,1
2026-01-01 00:00:00,Far North,89,11.409213483146067,32.617303370786516,22.523408239700373,41.977414222955055,-87.83692129915731,0,3,1,0,0,1
2026-01-01 00:00:00,Far Southeast,4,12.335,33.0625,24.3375,41.70665324125,-87.59497294075,0,3,1,0,0,1
2026-01-01 00:00:00,Far Southwest,1,15.66,38.45,23.2,41.689729914,-87.669054403,0,3,1,0,0,1
2026-01-01 00:00:00,North,87,3.6067816091954024,15.435747126436782,14.229501915708813,41.93399968716092,-87.6593124475977,0,3,1,0,0,1
2026-01-01 00:00:00,Northwest,2,7.525,24.134999999999998,22.408333333333335,41.953804887,-87.743425711,0,3,1,0,0,1
2026-01-01 00:00:00,South,8,8.9925,29.55875,24.404166666666665,41.809448691875,-87.61537336137499,0,3,1,0,0,1
2026-01-01 00:00:00,Southwest,5,10.754,38.8,41.31666666666667,41.788636054799994,-87.7584067546,0,3,1,0,0,1
2026-01-01 00:00:00,Unknown,8,2.5462499999999997,36.63875,4.872916666666667,,,0,3,1,0,0,1
2026-01-01 00:00:00,West,69,4.5773913043478265,17.057101449275365,17.486231884057972,41.88105722707246,-87.67222780692754,0,3,1,0,0,1
2026-01-01 01:00:00,Central,285,3.576421052631579,19.814964788732393,14.031637426900584,41.891757153708774,-87.62921736699298,1,3,1,0,0,1
2026-01-01 01:00:00,Far North,74,7.214594594594595,24.750135135135135,16.60427927927928,41.981874018256754,-87.76108747398649,1,3,1,0,0,1
2026-01-01 01:00:00,Far Southeast,1,15.82,45.6,17.1,41.706125752,-87.598255838,1,3,1,0,0,1
2026-01-01 01:00:00,Far Southwest,2,6.97,19.75,15.641666666666667,41.71696753,-87.66268019450001,1,3,1,0,0,1
2026-01-01 01:00:00,North,135,3.7262222222222223,19.94251851851852,13.158765432098765,41.93642993562222,-87.66126467977037,1,3,1,0,0,1
2026-01-01 01:00:00,Northwest,4,8.055,42.405,18.679166666666667,41.940532921499994,-87.75446366,1,3,1,0,0,1
2026-01-01 01:00:00,South,13,9.0,28.225384615384616,21.325641025641023,41.81176153538461,-87.61913439546153,1,3,1,0,0,1
2026-01-01 01:00:00,Southwest,5,3.168,18.642000000000003,12.979999999999999,41.8019338974,-87.7106183752,1,3,1,0,0,1
2026-01-01 01:00:00,Unknown,14,6.439285714285715,21.092857142857145,12.085714285714285,41.982775009,-87.8773054,1,3,1,0,0,1
2026-01-01 01:00:00,West,99,5.768383838383839,25.3089898989899,16.28670033670034,41.884632774949495,-87.66928242467677,1,3,1,0,0,1
2026-01-01 02:00:00,Central,252,4.659603174603174,22.231984126984127,13.056746031746032,41.89166788286508,-87.62960073986905,2,3,1,0,0,1
2026-01-01 02:00:00,Far North,55,5.414545454545455,23.601272727272725,13.370303030303031,41.97532958543636,-87.71547270672727,2,3,1,0,0,1
2026-01-01 02:00:00,Far Southeast,2,5.66,17.375,11.125,41.723165754,-87.6071126805,2,3,1,0,0,1
2026-01-01 02:00:00,Far Southwest,3,17.933333333333334,48.673333333333325,26.15,41.73581863166667,-87.67118892066667,2,3,1,0,0,1
2026-01-01 02:00:00,North,126,4.4563492063492065,19.71095238095238,14.368783068783069,41.9362291743254,-87.66186738357936,2,3,1,0,0,1
2026-01-01 02:00:00,Northwest,4,10.025,28.21,17.991666666666667,41.93980445175,-87.74677319625,2,3,1,0,0,1
2026-01-01 02:00:00,South,6,6.293333333333333,25.858333333333334,13.833333333333334,41.825916905999996,-87.62171457316667,2,3,1,0,0,1
2026-01-01 02:00:00,Southwest,2,0.0,31.625,0.06666666666666667,41.823644256,-87.6856817215,2,3,1,0,0,1
2026-01-01 02:00:00,Unknown,15,1.6986666666666668,42.416666666666664,9.360000000000001,,,2,3,1,0,0,1
2026-01-01 02:00:00,West,102,5.062156862745098,21.441274509803925,14.552145214521452,41.88560774760784,-87.67004215240196,2,3,1,0,0,1
2026-01-01 03:00:00,Central,104,2.776153846153846,16.564615384615387,9.90304487179487,41.89603214752885,-87.63203922264424,3,3,1,0,0,1
2026-01-01 03:00:00,Far North,18,4.368333333333333,19.15705882352941,14.15,41.984931177166665,-87.69603119016668,3,3,1,0,0,1
2026-01-01 03:00:00,Far Southeast,2,17.885,55.135,25.158333333333335,41.7422026455,-87.60115892050001,3,3,1,0,0,1
2026-01-01 03:00:00,Far Southwest,1,0.0,3.25,0.23333333333333334,41.744205146,-87.656305986,3,3,1,0,0,1
2026-01-01 03:00:00,North,34,2.603823529411765,18.146764705882354,8.89264705882353,41.93805097523529,-87.66400684720588,3,3,1,0,0,1
2026-01-01 03:00:00,Northwest,5,2.8600000000000003,9.73,9.413333333333332,41.9488142784,-87.7463576766,3,3,1,0,0,1
2026-01-01 03:00:00,South,11,10.045454545454545,31.89909090909091,16.10151515151515,41.806228639272724,-87.614993154,3,3,1,0,0,1
2026-01-01 03:00:00,Unknown,4,5.45,32.375,7.658333333333333,,,3,3,1,0,0,1
2026-01-01 03:00:00,West,33,4.544848484848485,23.506363636363638,10.791919191919192,41.877508255575755,-87.67275493584849,3,3,1,0,0,1
2026-01-01 04:00:00,Central,65,3.535230769230769,14.909076923076924,10.333076923076923,41.89264990044616,-87.6303867508,4,3,1,0,0,1
2026-01-01 04:00:00,Far North,17,5.777647058823529,19.691176470588236,14.133333333333333,41.99137933947059,-87.71766539352942,4,3,1,0,0,1
2026-01-01 04:00:00,Far Southeast,4,18.2075,51.015,30.429166666666667,41.7152515935,-87.60538193325,4,3,1,0,0,1
2026-01-01 04:00:00,North,18,2.987222222222222,16.980555555555554,9.014814814814816,41.93604786577778,-87.65501321472223,4,3,1,0,0,1
2026-01-01 04:00:00,Northwest,3,5.053333333333334,14.5,9.366666666666667,41.953582125,-87.72345238999999,4,3,1,0,0,1
2026-01-01 04:00:00,South,3,5.640000000000001,16.19666666666667,20.266666666666666,41.83546204233333,-87.62871449533333,4,3,1,0,0,1
2026-01-01 04:00:00,Southwest,1,12.0,32.0,24.0,41.79259236,-87.769615453,4,3,1,0,0,1
2026-01-01 04:00:00,Unknown,1,20.62,36.06,25.233333333333334,,,4,3,1,0,0,1
2026-01-01 04:00:00,West,17,1.9864705882352942,18.678235294117645,6.4,41.87900934929411,-87.66677669811764,4,3,1,0,0,1
2026-01-01 05:00:00,Central,36,5.485555555555555,18.911944444444444,11.312962962962963,41.890554616416665,-87.6303594446389,5,3,1,0,0,1
2026-01-01 05:00:00,Far North,43,9.35674418604651,27.219534883720932,30.31705426356589,41.98288498888372,-87.78782456490698,5,3,1,0,0,1
2026-01-01 05:00:00,Far Southeast,2,11.29,35.3,19.608333333333334,41.7253937085,-87.604857415,5,3,1,0,0,1
2026-01-01 05:00:00,Far Southwest,2,11.620000000000001,29.75,17.866666666666667,41.717493036,-87.648895072,5,3,1,0,0,1
2026-01-01 05:00:00,North,14,7.684285714285714,27.037142857142857,16.991666666666667,41.938077534428565,-87.65768595357143,5,3,1,0,0,1
2026-01-01 05:00:00,Northwest,1,4.2,17.82,15.783333333333333,41.953582125,-87.72345239,5,3,1,0,0,1
2026-01-01 05:00:00,South,2,14.865,38.19,19.816666666666666,41.801503268000005,-87.5942470995,5,3,1,0,0,1
2026-01-01 05:00:00,Southwest,2,10.76,27.875,18.508333333333333,41.786087624000004,-87.769063151,5,3,1,0,0,1
2026-01-01 05:00:00,Unknown,4,13.185,47.765,20.5875,,,5,3,1,0,0,1
2026-01-01 05:00:00,West,6,6.508333333333334,38.156666666666666,13.841666666666667,41.878538984833334,-87.66565728983333,5,3,1,0,0,1
2026-01-01 06:00:00,Central,63,4.091746031746031,15.846190476190475,10.912962962962963,41.88961835947619,-87.62981071530159,6,3,1,0,0,0
2026-01-01 06:00:00,Far North,52,8.330769230769231,26.49423076923077,20.023717948717948,41.98012764007693,-87.77639736205771,6,3,1,0,0,0
2026-01-01 06:00:00,North,33,5.903636363636363,18.434242424242427,12.941919191919192,41.934762553484845,-87.66410804715153,6,3,1,0,0,0
2026-01-01 06:00:00,Northwest,3,4.803333333333334,15.156666666666666,12.744444444444444,41.953582125,-87.72345238999999,6,3,1,0,0,0
2026-01-01 06:00:00,South,8,6.07875,20.19375,13.958333333333334,41.801702724375,-87.60397180075,6,3,1,0,0,0
2026-01-01 06:00:00,Southwest,3,6.903333333333333,21.456666666666667,13.66111111111111,41.80910825866667,-87.72244568233333,6,3,1,0,0,0
2026-01-01 06:00:00,Unknown,4,4.59,17.916666666666668,7.088888888888889,,,6,3,1,0,0,0
2026-01-01 06:00:00,West,18,6.935,21.69666666666667,14.99537037037037,41.881882930333326,-87.67143615255556,6,3,1,0,0,0
2026-01-01 07:00:00,Central,82,5.219756097560976,16.90073170731707,11.039634146341463,41.88894769252439,-87.62849597530489,7,3,1,0,1,0
2026-01-01 07:00:00,Far North,45,8.062666666666667,24.668666666666663,17.25814814814815,41.979841220555556,-87.75196392953333,7,3,1,0,1,0
2026-01-01 07:00:00,Far Southeast,4,13.455,38.295,26.508333333333333,41.71620326925,-87.6153560325,7,3,1,0,1,0
